Reporting period end,Subject,Category,Data Item,Class of business group,Class of business category,Class of business,Reporting year basis,Accident/underwriting year,Development year,Value,Notes
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Commercial motor vehicle,Accident year,2005,8,#N/A,Data have been masked to maintain confidentiality.
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Commercial motor vehicle,Accident year,2004,9,#N/A,Data have been masked to maintain confidentiality.
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Commercial motor vehicle,Accident year,2003,10,196000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2013,0,1705000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2012,1,1794000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2011,2,1734000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2010,3,1769000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2009,4,1558000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2008,5,1508000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2007,6,1412000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2006,7,1311000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2005,8,1289000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2004,9,1218000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2003,10,929000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2013,0,113000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2012,1,101000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2011,2,129000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2010,3,119000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2009,4,109000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2008,5,107000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2007,6,103000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2006,7,94000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2005,8,92000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2004,9,96000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2003,10,89000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2013,0,868000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2012,1,1014000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2011,2,1114000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2010,3,1147000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2009,4,1046000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2008,5,1006000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2007,6,971000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2006,7,922000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2005,8,981000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2004,9,993000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2003,10,802000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Aviation,Accident year,2013,0,1000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Aviation,Accident year,2012,1,1000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Aviation,Accident year,2011,2,1000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Aviation,Accident year,2010,3,1000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Aviation,Accident year,2009,4,1000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Aviation,Accident year,2008,5,#N/A,Data have been masked to maintain confidentiality.
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Aviation,Accident year,2007,6,#N/A,Data have been masked to maintain confidentiality.
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Aviation,Accident year,2006,7,#N/A,Data have been masked to maintain confidentiality.
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Aviation,Accident year,2005,8,#N/A,Data have been masked to maintain confidentiality.
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Aviation,Accident year,2004,9,#N/A,Data have been masked to maintain confidentiality.
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Aviation,Accident year,2003,10,#N/A,Data have been masked to maintain confidentiality.
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Consumer credit,Accident year,2013,0,20000,
12/31/2013,Number of claims,Number of claims,Number of claims reported by class of business,Direct business,Other,Consumer credit,Accident year,2012,1,22000,
